,Model,AIC,BIC,RMSE,MAPE
570,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 0, 0, 1]))",4192.766782984574,4222.837997175592,183.6949537762821,0.3588370533586256
571,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 0, 1, 0]))",4168.032356110874,4198.103570301892,342.91512094222986,0.7435858248966299
572,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 0, 1, 1]))",4156.263918778444,4190.09403474334,334.40270802033916,0.7162554482016193
573,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 1, 0, 0]))",3891.7443831338805,3921.8155973248986,308.7728435034704,0.6644536127132653
574,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 1, 0, 1]))",4134.87963022885,4168.709746193746,316.9916930421962,0.6824310275221448
575,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 1, 1, 0]))",4073.687282792939,4107.517398757835,160.21672761071,0.2592251064269241
576,"((0, 0, 1), (2, 0, 1, 12), poly1d([1, 1, 1, 1, 1]))",4064.1991543457493,4101.788172084523,174.62821249547218,0.27590033813889675
577,"((0, 0, 1), (2, 0, 2, 12), 'n')",4208.982931301279,4231.536341944542,107.94338951121371,0.19295505157359988
578,"((0, 0, 1), (2, 0, 2, 12), 'c')",3910.0482317906576,3936.3605442077987,103.85566550619798,0.1909303506820491
579,"((0, 0, 1), (2, 0, 2, 12), 't')",3977.261504782818,4003.573817199959,258.27097691381647,0.5507252202032242
580,"((0, 0, 1), (2, 0, 2, 12), 'ct')",3900.790786350646,3930.862000541664,146.3162639836698,0.3055989073230479
581,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0]))",3910.0482317906576,3936.3605442077987,103.85566550619798,0.1909303506820491
582,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1]))",3905.496362844915,3935.567577035933,189.4810005724353,0.3988869915405703
583,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0]))",3900.790786350646,3930.862000541664,146.3162639836698,0.3055989073230479
584,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1]))",3893.9095417237504,3927.739657688646,307.9100200672807,0.6636440675148371
585,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 0]))",3910.0482317906576,3936.3605442077987,103.85566550619798,0.1909303506820491
586,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 1]))",4155.518713236774,4185.589927427792,284.5538127411371,0.6126715768441422
587,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 0]))",3905.496362844915,3935.567577035933,189.4810005724353,0.3988869915405703
588,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 1]))",4156.289560377718,4190.119676342613,296.4694830542721,0.6390251828279603
589,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 0]))",3900.790786350646,3930.862000541664,146.3162639836698,0.3055989073230479
590,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 1]))",4144.605195953859,4178.435311918754,344.368415967726,0.7437672164123468
591,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 0]))",3893.9095417237504,3927.739657688646,307.9100200672807,0.6636440675148371
592,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 1]))",4055.706966333575,4093.295984072348,165.5760083678121,0.2723673695038027
593,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 0, 0]))",3910.0482317906576,3936.3605442077987,103.85566550619798,0.1909303506820491
594,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 0, 1]))",4304.436084058026,4334.507298249044,166.5292317553264,0.29653034789218147
595,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 1, 0]))",4155.518713236774,4185.589927427792,284.5538127411371,0.6126715768441422
596,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 0, 1, 1]))",4137.341647277357,4171.171763242252,295.10555055846544,0.6194814056240616
597,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 0, 0]))",3905.496362844915,3935.567577035933,189.4810005724353,0.3988869915405703
598,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 0, 1]))",4141.979293036796,4175.809409001691,242.16040250847794,0.4820670970978604
599,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 1, 0]))",4156.289560377718,4190.119676342613,296.4694830542721,0.6390251828279603
600,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 0, 1, 1, 1]))",4139.163679393681,4176.752697132454,289.45129386159476,0.6060813209503804
601,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 0, 0]))",3900.790786350646,3930.862000541664,146.3162639836698,0.3055989073230479
602,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 0, 1]))",4174.165975021868,4207.996090986763,188.74740272060524,0.362470300728186
603,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 1, 0]))",4144.605195953859,4178.435311918754,344.368415967726,0.7437672164123468
604,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 0, 1, 1]))",4135.495831161755,4173.0848489005275,336.7061832011978,0.7214315353627809
605,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 0, 0]))",3893.9095417237504,3927.739657688646,307.9100200672807,0.6636440675148371
606,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 0, 1]))",4114.028363043485,4151.617380782258,319.0976177768659,0.6874349625055235
607,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 1, 0]))",4055.706966333575,4093.295984072348,165.5760083678121,0.2723673695038027
608,"((0, 0, 1), (2, 0, 2, 12), poly1d([1, 1, 1, 1, 1]))",4049.5930451370814,4090.9409646497315,180.06893429626842,0.28679181832439304
609,"((0, 0, 1), (2, 1, 0, 12), 'n')",3796.070221737887,3810.951468844317,139.75468317090306,0.2724254942361205
610,"((0, 0, 1), (2, 1, 1, 12), 'n')",3784.154327738207,3802.755886621244,109.02753546087092,0.20230459017475816
611,"((0, 0, 1), (2, 1, 2, 12), 'n')",3788.008163407508,3810.3300340671526,137.8500300974852,0.2719640710225376
612,"((0, 1, 1), (2, 0, 0, 12), 'n')",3850.4349699389995,3865.4579387933472,114.65751610631698,0.22645012453525667
613,"((0, 1, 1), (2, 0, 1, 12), 'n')",3850.267754312872,3869.0464653808067,111.15687973443536,0.2162388448514992
614,"((0, 1, 1), (2, 0, 2, 12), 'n')",3852.2168399069624,3874.751293188484,112.0261238840432,0.21814583262972267
615,"((0, 1, 1), (2, 1, 0, 12), 'n')",3783.9713806835107,3798.8394914891355,130.46184834587052,0.21669555384352127
616,"((0, 1, 1), (2, 1, 1, 12), 'n')",3742.721808063774,3761.306946570805,108.2407087672259,0.2069821181494048
617,"((0, 1, 1), (2, 1, 2, 12), 'n')",3741.431690893306,3763.7338571017435,107.71552843106575,0.20648495009653253
618,"((0, 2, 1), (2, 0, 0, 12), 'n')",3913.5709112765344,3928.581201831837,150.28378607186804,0.2490199226998108
619,"((0, 2, 1), (2, 0, 1, 12), 'n')",3915.479631180544,3934.2424943746723,150.549780343769,0.24939760802913077
620,"((0, 2, 1), (2, 0, 2, 12), 'n')",3920.9526177616162,3943.46805359457,126.99194702873521,0.22354374794488424
621,"((0, 0, 2), (0, 0, 0, 12), 'n')",4350.478268842624,4361.754974164256,497.3045885906299,0.9943577219370002
622,"((0, 0, 2), (0, 0, 0, 12), 'c')",3905.180140687066,3920.215747782575,104.21773056661789,0.18951366208555645
623,"((0, 0, 2), (0, 0, 0, 12), 't')",4077.4748721841684,4092.5104792796774,385.7601125748331,0.8492430932698598
624,"((0, 0, 2), (0, 0, 0, 12), 'ct')",3889.8485443229447,3908.643053192331,144.52473932948152,0.30026251691561506
625,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0]))",3905.180140687066,3920.215747782575,104.21773056661789,0.18951366208555645
626,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1]))",3891.617989492419,3910.4124983618053,207.03536943027214,0.4417016915631665
627,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0]))",3889.8485443229447,3908.643053192331,144.52473932948152,0.30026251691561506
628,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1]))",3882.482467475181,3905.0358781184445,290.9930360867827,0.6304101733808449
629,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 0]))",3905.180140687066,3920.215747782575,104.21773056661789,0.18951366208555645
630,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 1]))",3902.628390325898,3921.4228991952846,272.13046793792523,0.5865632290055893
631,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 0]))",3891.617989492419,3910.4124983618053,207.03536943027214,0.4417016915631665
632,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 1]))",3904.5812043145907,3927.1346149578544,273.78358738342666,0.5899816419675386
633,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 0]))",3889.8485443229447,3908.643053192331,144.52473932948152,0.30026251691561506
634,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 1]))",3901.393976996469,3923.947387639733,314.8981632575019,0.6777087565779589
635,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 0]))",3882.482467475181,3905.0358781184445,290.9930360867827,0.6304101733808449
636,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 1]))",3871.7985162795376,3898.1108286966787,169.5076277213067,0.27836196580056344
637,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 0, 0]))",3905.180140687066,3920.215747782575,104.21773056661789,0.18951366208555645
638,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 0, 1]))",3942.0692863999793,3960.8637952693657,117.38265388498158,0.21649719953270918
639,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 1, 0]))",3902.628390325898,3921.4228991952846,272.13046793792523,0.5865632290055893
640,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 0, 1, 1]))",3900.8550504538252,3923.408461097089,281.372303264412,0.6041845325915123
641,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 0, 0]))",3891.617989492419,3910.4124983618053,207.03536943027214,0.4417016915631665
642,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 0, 1]))",3902.3833511633425,3924.9367618066062,217.11918592236475,0.45788722088366923
643,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 1, 0]))",3904.5812043145907,3927.1346149578544,273.78358738342666,0.5899816419675386
644,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 0, 1, 1, 1]))",3903.0839120393916,3929.3962244565328,260.4263116807646,0.5575713503155264
645,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 0, 0]))",3889.8485443229447,3908.643053192331,144.52473932948152,0.30026251691561506
646,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 0, 1]))",3915.0774502946742,3937.630860937938,157.39483822369652,0.31997147331349673
647,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 1, 0]))",3901.393976996469,3923.947387639733,314.8981632575019,0.6777087565779589
648,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 0, 1, 1]))",3900.7540060044557,3927.066318421597,322.21638768369377,0.6935220932522654
649,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 0, 0]))",3882.482467475181,3905.0358781184445,290.9930360867827,0.6304101733808449
650,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 0, 1]))",3892.8023770213767,3919.114689438518,306.05739832762356,0.6620936401009162
651,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 1, 0]))",3871.7985162795376,3898.1108286966787,169.5076277213067,0.27836196580056344
652,"((0, 0, 2), (0, 0, 0, 12), poly1d([1, 1, 1, 1, 1]))",3872.0595989848443,3902.1308131758624,188.3694325883545,0.30401325163420695
653,"((0, 0, 2), (0, 0, 1, 12), 'n')",4265.582971540275,4280.618578635785,479.55276296979895,0.9265316269045035
654,"((0, 0, 2), (0, 0, 1, 12), 'c')",3901.070839728789,3919.8653485981754,104.53542079038658,0.19089108067224947
